Facing,No_Bedroom,No_Bathroom,No_Balcony,Corner_Property,Furnishing,study room,servant room,store room,pooja room,Overlooking_main road,Overlooking_club,Overlooking_pool,Overlooking_NA,flat_age,sector_num,Super Built-up Area,luxury_category,floor_category,price
0.0,3,3.0,2,0,1.0,0,0,0,1,1,1,1,0,3,67,1727.0,2.0,2.0,1.91
2.0,3,4.0,4,1,1.0,0,1,0,0,0,0,0,0,5,56,3037.5,0.0,0.0,2.25
0.0,4,4.0,3,1,1.0,0,1,0,1,1,1,1,0,2,106,4151.25,1.0,1.0,5.07
4.0,3,2.0,3,1,2.0,0,0,0,0,1,1,1,0,4,92,1370.0,2.0,0.0,0.95
2.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,4,92,1572.0,2.0,2.0,0.995
2.0,3,3.0,3,0,1.0,1,0,1,0,0,0,0,0,3,95,1750.0,2.0,1.0,1.6
4.0,3,2.0,4,0,1.0,0,0,0,1,1,0,0,0,4,45,1836.0,1.0,1.0,1.5
3.0,3,3.0,4,1,1.0,1,0,0,0,0,0,0,0,3,66,1442.0,1.0,0.0,1.82
4.0,3,4.0,4,1,1.0,0,1,0,1,0,0,0,0,3,59,2910.0,1.0,2.0,4.25
0.0,3,3.0,2,0,1.0,1,0,0,0,1,0,0,0,4,67,2700.0,2.0,2.0,1.46
5.0,3,4.0,4,1,1.0,0,1,0,0,1,1,1,0,5,25,1850.0,0.0,1.0,3.02
0.0,4,4.0,4,1,1.0,0,1,1,1,1,1,1,0,4,49,2754.0,1.0,2.0,2.68
0.0,3,2.0,2,1,1.0,0,0,0,0,0,0,0,0,5,56,1930.5,2.0,0.0,1.85
4.0,3,4.0,4,1,1.0,0,1,0,0,1,1,1,0,3,68,1999.0,1.0,0.0,2.15
2.0,3,4.0,4,0,1.0,0,1,0,0,0,1,0,0,5,49,1766.0,2.0,1.0,2.42
0.0,3,2.0,2,1,1.0,0,0,0,0,1,0,0,0,4,56,1842.75,2.0,1.0,1.95
4.0,3,3.0,3,0,1.0,0,0,1,0,0,1,1,0,5,48,1945.0,2.0,2.0,2.28
4.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,4,50,2531.0,1.0,0.0,4.5
4.0,3,2.0,3,0,1.0,1,1,1,1,1,1,0,0,5,56,2227.5,1.0,2.0,2.1
4.0,3,2.0,4,0,1.0,0,0,1,0,0,0,0,0,4,56,1650.0,1.0,2.0,1.85
4.0,3,3.0,3,0,1.0,0,1,0,0,1,0,1,0,4,45,2150.0,2.0,2.0,2.2
3.0,3,3.0,3,0,1.0,0,1,0,0,1,1,1,0,3,102,1942.0,2.0,2.0,2.25
4.0,3,4.0,4,1,1.0,0,1,0,0,0,1,1,0,4,47,2086.0,2.0,1.0,2.8
4.0,3,3.0,4,1,0.0,0,0,1,0,1,1,1,0,3,37,1763.0,2.0,1.0,1.27
4.0,3,3.0,3,1,1.0,0,1,0,0,1,1,1,0,1,67,1933.0,2.0,1.0,2.45
5.0,3,3.0,3,0,1.0,0,0,0,0,0,0,0,0,4,49,1992.0,2.0,2.0,2.6
0.0,4,4.0,4,0,1.0,0,0,1,0,0,0,0,1,3,95,2150.0,2.0,1.0,1.9
2.0,4,4.0,4,1,1.0,0,1,0,0,1,1,1,0,4,72,2625.0,1.0,1.0,4.4
4.0,4,5.0,4,1,1.0,0,1,0,0,1,1,1,0,3,72,2905.0,1.0,0.0,4.8
4.0,4,5.0,4,1,1.0,0,1,0,0,1,1,1,0,3,72,2905.0,1.0,0.0,3.9
0.0,3,3.0,3,1,1.0,0,1,0,0,1,1,1,0,3,72,3300.0,1.0,1.0,3.55
4.0,3,3.0,4,1,1.0,0,1,0,0,1,1,1,0,2,33,1929.0,2.0,2.0,1.22
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,1,59,4083.750000000001,2.0,1.0,3.58
1.0,4,5.0,4,1,1.0,0,1,0,0,1,1,1,0,1,92,2475.0,2.0,1.0,1.44
4.0,3,3.0,2,0,1.0,0,0,0,0,1,1,1,0,1,47,1720.0,0.0,0.0,0.97
4.0,3,4.0,4,1,1.0,0,1,0,0,1,1,1,0,2,22,2781.0,2.0,1.0,2.8
4.0,3,4.0,2,1,1.0,0,1,0,0,1,1,1,0,1,102,2000.0,2.0,2.0,1.06
2.0,3,3.0,1,1,1.0,0,0,0,0,1,1,1,0,1,86,1931.0,2.0,1.0,1.45
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,2,22,1860.0,2.0,1.0,2.0
0.0,4,4.0,4,1,0.0,0,1,0,0,1,1,1,0,1,47,2122.0,1.0,1.0,1.23
0.0,3,3.0,4,1,0.0,0,0,0,0,1,1,1,0,1,47,1751.0,1.0,1.0,1.02
4.0,3,4.0,2,1,1.0,0,1,0,0,1,1,1,0,1,47,1960.0,2.0,2.0,1.2
1.0,3,4.0,2,1,2.0,0,1,0,0,1,1,1,0,1,79,1960.0,2.0,2.0,1.18
1.0,3,4.0,4,0,0.0,0,1,0,0,0,0,0,1,1,79,2262.0,0.0,2.0,1.68
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,2,85,1850.0,2.0,2.0,1.1
1.0,3,3.0,4,1,0.0,0,0,0,0,1,1,1,0,1,79,1983.0,2.0,2.0,1.05
4.0,3,3.0,4,1,0.0,0,0,0,0,1,1,1,0,2,89,1750.0,2.0,1.0,1.05
4.0,3,3.0,2,1,0.0,0,1,0,0,1,1,1,0,2,36,2503.0,2.0,1.0,2.3
4.0,3,3.0,4,0,1.0,0,0,0,1,1,0,0,0,4,52,2100.0,2.0,2.0,2.0
4.0,3,4.0,3,0,1.0,0,1,0,0,0,1,1,0,4,1,1845.0,2.0,2.0,1.17
5.0,3,3.0,2,1,1.0,0,0,0,1,1,1,1,0,3,108,1838.0,1.0,2.0,1.1
0.0,3,4.0,3,1,0.0,1,1,1,1,1,1,1,0,3,77,1450.0,2.0,1.0,1.68
2.0,4,3.0,2,1,1.0,0,0,0,0,0,1,1,0,1,108,2446.0,1.0,2.0,4.65
4.0,3,3.0,4,1,1.0,0,0,0,0,0,0,0,0,4,56,1800.0,0.0,0.0,2.3
0.0,4,3.0,3,0,0.0,0,0,0,0,0,0,0,0,5,56,2450.0,0.0,1.0,2.6
4.0,3,2.0,3,0,0.0,0,0,0,0,1,0,0,0,5,56,1412.0,2.0,0.0,1.9
0.0,3,3.0,3,1,1.0,1,1,0,1,1,1,1,0,1,61,1630.0,2.0,1.0,2.2
0.0,4,4.0,4,0,1.0,0,1,0,0,0,0,0,0,2,102,3075.0,2.0,1.0,5.47
0.0,1,1.0,1,1,1.0,0,0,0,0,1,0,0,0,4,54,320.0,2.0,0.0,0.34
0.0,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,4,56,705.0,2.0,0.0,0.6
4.0,3,3.0,4,1,1.0,0,0,0,1,1,1,1,0,3,109,1745.0,1.0,2.0,2.0
4.0,3,4.0,4,1,1.0,0,1,0,1,1,1,1,0,3,109,2381.0,1.0,2.0,1.5
4.0,3,3.0,4,1,1.0,0,0,0,1,1,1,1,0,3,109,1953.0,1.0,2.0,1.2
4.0,3,3.0,3,1,1.0,1,0,0,0,0,1,1,0,2,61,2200.5,2.0,0.0,2.3
0.0,3,4.0,4,0,1.0,0,1,0,0,0,1,1,0,3,66,1872.0,2.0,2.0,3.05
1.0,3,3.0,4,0,0.0,0,0,0,0,0,0,0,0,2,69,1704.0,2.0,1.0,2.2
0.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,37,2280.0,2.0,2.0,1.35
4.0,3,3.0,3,1,1.0,0,1,0,0,0,0,0,0,4,62,1996.0,1.0,2.0,3.4
4.0,4,3.0,4,1,1.0,0,0,0,0,1,1,1,0,4,49,2754.0,2.0,1.0,3.05
5.0,4,4.0,2,0,1.0,0,0,0,0,1,0,0,0,5,43,1740.0,1.0,2.0,3.65
5.0,4,4.0,3,0,1.0,0,0,0,0,1,0,0,0,5,43,1740.0,1.0,2.0,3.65
4.0,4,5.0,4,1,1.0,0,1,0,1,1,1,1,0,3,104,2324.0,1.0,0.0,1.7
4.0,3,4.0,4,1,1.0,0,0,0,1,1,1,1,0,3,104,1844.0,1.0,2.0,1.45
0.0,3,3.0,4,0,1.0,0,0,0,1,1,1,1,0,2,69,1704.0,1.0,1.0,2.25
4.0,3,3.0,2,0,1.0,0,0,0,1,1,0,0,0,4,51,1850.0,2.0,2.0,1.85
0.0,3,4.0,4,0,1.0,0,0,0,1,1,1,1,0,1,68,1999.0,1.0,1.0,1.8
0.0,3,4.0,4,0,1.0,0,0,0,1,1,1,1,0,1,68,1999.0,1.0,1.0,1.9
0.0,3,3.0,3,0,1.0,1,0,0,1,1,1,1,0,1,68,1705.0,1.0,1.0,1.54
4.0,3,4.0,4,0,1.0,0,1,0,0,1,0,0,0,5,43,2100.0,2.0,0.0,2.5
4.0,3,3.0,4,1,1.0,0,1,0,1,1,1,1,0,3,102,2250.0,2.0,0.0,1.65
4.0,3,2.0,4,1,1.0,0,1,0,0,1,1,1,0,3,63,1642.0,1.0,0.0,2.7
4.0,4,5.0,4,1,0.0,1,1,1,1,1,1,1,0,3,99,2835.0,1.0,2.0,2.55
2.0,3,3.0,4,1,1.0,0,0,0,0,1,1,1,0,3,99,1685.0,1.0,0.0,1.6
2.0,3,3.0,2,0,2.0,0,0,0,0,1,0,0,0,3,57,1749.6,0.0,1.0,1.3
4.0,3,4.0,3,1,0.0,1,1,0,0,1,1,1,0,4,77,1450.0,1.0,1.0,1.4
2.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,67,1700.0,1.0,1.0,2.15
4.0,3,3.0,2,1,1.0,1,1,1,1,1,1,1,0,3,69,1578.0,1.0,2.0,1.34
4.0,3,3.0,2,1,1.0,1,1,1,1,1,1,1,0,3,69,1578.0,1.0,2.0,1.36
4.0,4,4.0,3,1,1.0,0,1,0,0,1,1,1,0,5,50,3000.0,1.0,1.0,4.7
1.0,3,3.0,3,0,1.0,0,1,0,0,0,0,0,0,5,27,1900.0,0.0,0.0,4.0
4.0,3,3.0,1,0,1.0,1,0,1,1,1,0,0,0,4,56,1472.0,2.0,0.0,2.0
4.0,3,3.0,4,1,1.0,1,1,1,1,1,1,1,0,2,63,1650.0,1.0,2.0,2.05
0.0,3,2.0,3,0,1.0,0,0,0,0,1,0,1,0,3,69,1790.1,2.0,0.0,1.34
4.0,3,3.0,3,0,1.0,1,1,1,1,1,0,1,0,4,56,2350.0,2.0,0.0,2.3
1.0,3,3.0,3,0,1.0,0,0,0,1,0,0,0,0,3,50,2070.0,2.0,1.0,3.3
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,4,60,1535.0,1.0,1.0,3.3
4.0,3,4.0,4,0,1.0,0,1,0,0,0,0,1,0,4,72,2085.0,2.0,1.0,2.3
0.0,3,3.0,2,0,0.0,0,0,0,0,0,1,1,0,2,110,640.0,2.0,2.0,0.74
3.0,3,2.0,3,1,1.0,0,0,0,0,1,1,1,0,3,70,2381.4,1.0,2.0,1.7
0.0,3,4.0,3,0,0.0,0,1,0,0,0,0,0,0,1,70,1560.0,2.0,2.0,1.25
2.0,3,2.0,3,0,1.0,0,0,0,1,1,1,0,0,5,56,1957.5,2.0,0.0,2.05
3.0,3,3.0,3,1,1.0,0,0,0,0,1,0,0,0,5,43,2220.0,2.0,0.0,2.0
4.0,3,3.0,4,1,1.0,0,1,0,0,1,1,1,0,4,48,2070.0,2.0,2.0,2.32
2.0,3,2.0,3,1,1.0,0,0,0,1,1,0,0,0,5,56,2000.0,2.0,0.0,1.95
1.0,3,4.0,3,1,1.0,0,1,0,0,1,0,1,0,5,56,2300.0,2.0,2.0,2.3
2.0,3,2.0,4,1,2.0,0,0,0,0,1,1,1,0,4,59,1705.0,2.0,0.0,2.7
2.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,1,89,1950.0,2.0,1.0,1.58
1.0,4,3.0,4,1,2.0,0,0,0,0,1,0,0,0,5,45,3172.5,2.0,2.0,2.4
4.0,3,3.0,3,1,1.0,1,1,1,1,1,1,1,0,1,61,1956.0,1.0,2.0,2.44
4.0,4,5.0,4,1,1.0,1,1,0,1,1,0,0,0,1,99,2835.0,1.0,1.0,2.4
0.0,4,5.0,4,1,1.0,0,1,0,0,0,0,0,0,5,43,2500.0,2.0,1.0,3.25
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,113,1768.5000000000002,2.0,1.0,1.8
4.0,3,3.0,3,1,1.0,1,1,0,1,1,1,1,0,2,76,1672.0,0.0,2.0,1.94
6.0,1,1.0,1,0,2.0,0,0,0,0,0,0,0,0,1,48,1383.0,2.0,2.0,3.65
0.0,3,3.0,2,1,0.0,0,0,0,0,0,0,0,0,5,43,1395.0,1.0,2.0,2.87
0.0,3,2.0,3,1,1.0,0,0,0,0,1,1,1,0,1,37,1877.0,2.0,1.0,1.25
2.0,3,3.0,3,1,1.0,0,0,0,1,1,1,1,0,1,102,2362.5,2.0,0.0,1.65
6.0,3,3.0,3,0,1.0,0,1,0,0,1,0,0,0,4,56,2250.0,2.0,2.0,2.2
4.0,3,5.0,3,1,1.0,0,1,0,0,0,1,0,0,3,70,1950.0,2.0,2.0,2.54
0.0,3,3.0,2,0,0.0,0,0,0,1,0,0,1,0,4,28,1550.0,2.0,2.0,2.8
0.0,4,4.0,4,1,1.0,1,1,1,1,1,1,1,0,3,77,1950.0,1.0,2.0,2.3
2.0,5,7.0,4,1,0.0,0,1,0,0,1,1,1,0,3,83,3750.0,1.0,1.0,3.99
4.0,4,4.0,3,1,1.0,0,0,0,0,1,0,1,0,4,52,3240.0,2.0,2.0,1.65
0.0,3,3.0,3,1,1.0,0,1,0,0,0,0,0,0,4,43,2450.0,2.0,0.0,3.5
0.0,3,3.0,3,0,1.0,0,1,0,0,1,1,1,0,3,67,1877.0,2.0,1.0,2.18
0.0,3,3.0,2,0,1.0,0,0,1,0,1,1,1,0,3,67,1727.0,2.0,2.0,1.92
0.0,3,3.0,3,0,1.0,1,0,0,1,1,1,1,0,1,61,2200.5,2.0,0.0,2.22
2.0,4,4.0,4,1,1.0,0,1,0,0,1,1,1,0,3,37,2450.0,2.0,2.0,2.39
0.0,3,3.0,3,1,1.0,0,0,0,1,0,1,1,0,2,76,1672.0,1.0,2.0,1.85
0.0,4,4.0,4,1,1.0,0,1,1,0,1,1,1,0,1,82,5140.0,1.0,2.0,3.43
2.0,3,3.0,3,1,1.0,0,1,0,0,1,1,1,0,5,49,2810.7000000000003,1.0,1.0,3.5
4.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,4,70,2150.0,1.0,2.0,2.55
4.0,5,5.0,4,1,1.0,1,0,0,0,0,0,0,0,5,28,4000.0,1.0,0.0,3.95
2.0,4,4.0,3,1,1.0,0,1,0,0,1,1,1,0,4,48,2195.0,2.0,2.0,3.75
0.0,4,5.0,4,0,1.0,0,1,0,0,0,0,0,0,3,58,2864.0,2.0,0.0,7.0
4.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,4,70,2150.0,1.0,2.0,2.6
4.0,3,3.0,4,0,1.0,0,0,0,0,1,1,1,0,5,43,1345.0,0.0,2.0,1.9
0.0,3,2.0,3,0,1.0,1,0,0,0,0,0,0,1,2,93,1816.0,0.0,2.0,1.8
0.0,3,2.0,3,0,1.0,0,0,0,0,1,1,1,0,3,37,2053.35,2.0,2.0,1.6
3.0,4,6.0,4,0,1.0,1,1,0,1,1,1,0,0,3,2,5800.0,2.0,1.0,5.2
0.0,3,3.0,3,1,1.0,0,1,0,0,1,1,1,0,4,47,1386.0,1.0,2.0,1.9
3.0,3,4.0,3,1,1.0,0,1,0,0,0,0,0,0,3,54,2250.0,2.0,2.0,3.1
4.0,3,3.0,4,1,1.0,1,0,0,0,0,0,0,0,5,45,2101.0,2.0,0.0,2.4
4.0,4,4.0,3,1,1.0,1,1,0,1,1,1,1,0,2,43,3300.0,1.0,2.0,7.6
5.0,3,3.0,4,1,1.0,1,1,0,0,1,1,1,0,3,65,3363.0,1.0,1.0,6.8
5.0,3,2.0,3,1,1.0,0,0,0,0,0,0,1,0,3,69,1326.0,1.0,2.0,1.35
4.0,3,3.0,3,0,1.0,0,0,0,0,1,1,1,0,3,24,1993.0,2.0,1.0,3.2
4.0,3,4.0,4,1,0.0,0,0,0,0,1,1,1,0,3,104,1816.0,1.0,2.0,1.63
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,1,68,1705.0,2.0,2.0,1.95
0.0,3,3.0,2,1,1.0,1,0,0,1,1,1,0,0,2,76,1800.0,1.0,2.0,2.52
0.0,4,4.0,4,0,1.0,0,0,1,0,0,0,0,0,4,51,2920.0,1.0,2.0,2.7
0.0,4,5.0,3,1,1.0,0,1,0,0,1,1,1,0,1,79,2675.0,2.0,2.0,2.78
2.0,3,3.0,2,1,1.0,0,0,0,0,0,0,0,1,3,42,1900.0,2.0,0.0,4.2
6.0,3,4.0,3,1,1.0,0,1,0,0,1,0,0,0,4,59,2374.0,2.0,1.0,3.66
0.0,4,4.0,4,0,1.0,0,0,0,1,0,0,0,1,4,47,3199.5,2.0,0.0,2.3
0.0,4,4.0,4,0,1.0,0,1,0,1,0,0,0,1,4,47,3375.0,0.0,2.0,2.2
4.0,3,3.0,3,0,1.0,0,1,0,0,1,0,0,0,3,52,2386.0,2.0,2.0,2.15
4.0,3,3.0,3,1,1.0,1,0,0,0,0,0,0,0,4,56,2000.0,2.0,2.0,2.5
4.0,3,3.0,4,1,0.0,0,0,0,1,1,1,1,0,1,37,1800.0,2.0,1.0,1.52
4.0,3,3.0,3,1,1.0,0,0,0,0,0,1,0,0,4,85,1645.0,2.0,0.0,1.15
0.0,3,3.0,3,0,1.0,0,0,0,0,0,0,0,0,5,43,1520.0,2.0,2.0,2.12
4.0,3,2.0,2,1,2.0,1,0,0,1,1,0,0,0,3,56,2106.0,0.0,0.0,1.85
4.0,5,5.0,4,0,1.0,0,1,0,0,0,0,0,0,3,28,2734.0,2.0,2.0,3.25
2.0,3,3.0,3,1,1.0,0,1,0,0,1,1,1,0,3,85,1587.0,1.0,2.0,1.5
0.0,3,4.0,2,1,1.0,0,1,0,1,1,0,0,0,4,1,1845.0,2.0,0.0,1.06
4.0,3,4.0,2,1,1.0,0,1,0,0,1,1,1,0,5,66,1920.0,1.0,2.0,2.8
0.0,1,1.0,1,0,0.0,0,0,1,0,1,0,0,0,3,90,432.0,2.0,2.0,0.42
0.0,4,4.0,3,0,1.0,1,0,0,0,1,1,1,0,1,59,3395.0,2.0,2.0,5.5
4.0,4,4.0,4,1,1.0,0,1,0,0,1,1,1,0,4,50,2939.0,1.0,2.0,4.5
0.0,3,3.0,4,1,1.0,0,0,0,0,1,0,0,0,5,43,1345.0,2.0,0.0,2.0
2.0,3,4.0,4,1,1.0,0,1,0,0,1,1,1,0,1,68,1999.0,1.0,0.0,2.26
0.0,3,3.0,4,1,1.0,0,0,0,0,1,1,1,0,1,68,1705.0,1.0,2.0,1.96
4.0,3,3.0,4,1,1.0,0,0,0,0,1,1,0,0,3,99,1685.0,2.0,2.0,1.75
4.0,3,4.0,3,1,1.0,0,1,0,0,1,1,0,0,3,99,1997.0,2.0,0.0,1.8
0.0,3,3.0,3,0,1.0,0,0,0,0,0,0,0,1,3,103,869.4000000000001,0.0,1.0,0.85
0.0,4,5.0,4,1,0.0,0,1,0,0,1,0,1,0,1,43,4050.000000000001,1.0,2.0,3.05
5.0,3,3.0,3,1,0.0,0,1,0,0,1,1,0,0,1,99,2124.0,1.0,2.0,1.6
0.0,4,4.0,3,1,0.0,0,1,1,1,1,1,1,0,4,86,2364.0,1.0,1.0,2.32
0.0,1,1.0,1,0,1.0,0,0,0,0,0,0,0,1,3,103,472.50000000000006,0.0,2.0,0.4
0.0,4,3.0,3,1,0.0,0,1,1,1,1,1,1,0,4,86,2364.0,1.0,2.0,2.34
4.0,1,1.0,1,0,1.0,0,0,0,0,0,0,0,1,3,103,533.25,0.0,1.0,0.38
4.0,1,1.0,1,0,0.0,0,0,0,0,0,0,0,1,3,103,472.50000000000006,0.0,2.0,0.38
5.0,3,3.0,3,1,0.0,0,0,0,0,1,1,1,0,3,104,1647.0,2.0,2.0,1.28
2.0,3,3.0,3,1,0.0,0,0,0,0,1,1,0,0,3,104,1647.0,1.0,1.0,1.27
0.0,3,4.0,4,0,0.0,0,1,0,1,0,0,0,1,3,109,1955.0,2.0,0.0,1.85
1.0,3,3.0,3,0,0.0,0,0,0,0,0,1,0,0,3,109,1590.0,2.0,0.0,1.52
0.0,4,5.0,4,0,1.0,0,0,0,0,0,0,0,1,2,3,2650.0,2.0,2.0,1.8
0.0,3,3.0,3,1,0.0,0,0,0,0,0,1,1,0,2,109,1590.0,2.0,2.0,1.19
6.0,3,3.0,3,1,1.0,0,0,0,0,0,0,0,0,3,107,1943.0,2.0,2.0,1.05
6.0,3,4.0,4,1,1.0,0,1,0,0,0,0,0,0,3,107,2361.0,2.0,0.0,1.35
1.0,3,4.0,4,0,0.0,1,0,0,0,1,0,0,0,1,108,2003.0,2.0,2.0,1.32
1.0,3,3.0,4,0,0.0,1,0,0,0,1,0,0,0,1,108,2338.0,2.0,2.0,1.4
2.0,3,5.0,3,0,1.0,0,1,0,0,0,1,1,0,1,99,1997.0,2.0,2.0,1.45
0.0,3,3.0,3,0,1.0,0,1,0,0,1,0,0,0,4,47,2080.0,1.0,2.0,1.75
2.0,3,3.0,2,1,1.0,0,1,0,0,1,0,0,0,5,47,2350.0,2.0,2.0,2.3
4.0,3,4.0,3,1,1.0,0,1,1,0,0,1,1,0,4,57,2370.0,2.0,1.0,4.5
1.0,3,4.0,3,1,1.0,1,1,0,1,1,0,0,0,3,65,3909.0,1.0,2.0,8.0
4.0,3,2.0,1,1,1.0,0,0,0,0,0,1,0,0,2,110,900.0,2.0,2.0,0.75
5.0,4,5.0,4,0,1.0,0,1,0,0,0,1,1,0,3,103,2639.0,2.0,2.0,1.9
2.0,4,4.0,3,0,0.0,0,0,0,0,1,1,1,0,3,85,1975.0,2.0,2.0,1.48
2.0,1,1.0,2,1,1.0,0,0,0,0,0,0,0,0,4,2,877.5000000000001,2.0,0.0,0.62
4.0,5,6.0,4,1,1.0,1,1,0,1,0,1,1,0,1,30,7868.0,1.0,0.0,12.0
4.0,4,4.0,4,1,1.0,0,0,0,1,1,0,0,0,4,39,2550.0,1.0,2.0,2.15
4.0,3,3.0,3,1,1.0,0,0,1,0,1,1,1,0,2,93,2150.0,1.0,2.0,2.1
4.0,3,2.0,3,1,1.0,1,1,1,1,1,1,1,0,3,36,1081.0,1.0,2.0,0.86
4.0,3,2.0,3,1,1.0,1,1,1,1,1,1,1,0,3,36,1081.0,1.0,0.0,0.855
4.0,4,7.0,3,1,1.0,1,1,1,1,1,1,1,0,4,54,5975.0,1.0,0.0,15.5
0.0,4,5.0,3,1,1.0,1,1,1,1,1,1,1,0,5,28,4700.0,1.0,0.0,7.75
0.0,3,3.0,4,1,1.0,1,0,0,0,1,1,1,0,3,102,1650.0,1.0,2.0,1.77
2.0,4,4.0,3,1,2.0,1,1,1,1,1,1,1,0,5,24,4368.0,1.0,0.0,7.51
4.0,3,4.0,4,0,2.0,0,1,1,0,1,0,1,0,4,49,1859.0,1.0,1.0,3.18
4.0,1,1.0,1,0,1.0,0,0,0,0,0,0,0,1,4,47,461.7000000000001,2.0,1.0,0.29
0.0,3,3.0,2,1,1.0,0,0,0,0,1,1,1,0,2,65,3525.0,2.0,1.0,8.5
6.0,3,3.0,4,0,1.0,0,0,0,1,0,0,0,1,3,70,1552.5,2.0,0.0,1.5
4.0,3,3.0,4,1,0.0,0,1,1,1,1,1,1,0,4,90,1930.0,1.0,2.0,1.48
4.0,4,4.0,4,1,0.0,0,1,1,1,1,1,1,0,4,86,2364.0,1.0,2.0,1.62
4.0,3,4.0,4,1,0.0,0,1,1,1,1,1,1,0,4,86,1930.0,1.0,2.0,1.48
4.0,4,4.0,4,1,0.0,0,1,1,1,1,1,1,0,4,91,2364.0,1.0,2.0,1.62
2.0,3,3.0,3,1,0.0,0,0,0,0,0,0,0,0,5,56,1700.0,1.0,2.0,2.1
4.0,3,3.0,4,1,0.0,0,1,1,1,1,1,1,0,4,91,1930.0,1.0,2.0,1.48
0.0,3,2.0,3,1,1.0,0,0,0,0,1,0,0,0,4,9,1850.0,1.0,0.0,1.3
4.0,3,3.0,3,0,0.0,0,0,1,0,1,0,0,0,1,37,1765.0,2.0,2.0,1.58
4.0,3,2.0,2,0,0.0,0,0,0,0,1,0,0,0,3,37,950.0,2.0,2.0,0.71
4.0,1,1.0,1,0,0.0,0,0,0,0,0,0,0,1,4,47,461.7000000000001,2.0,2.0,0.29
7.0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,90,432.0,2.0,1.0,0.4
0.0,3,3.0,2,1,1.0,0,1,0,0,1,1,1,0,3,72,2145.0,2.0,1.0,3.5
0.0,3,4.0,4,1,1.0,0,1,0,0,1,1,1,0,3,72,2185.0,2.0,1.0,3.55
0.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,2,49,1900.8,1.0,2.0,3.0
4.0,3,3.0,2,1,1.0,0,0,0,0,1,1,0,0,5,56,1552.5,2.0,2.0,1.8
2.0,3,2.0,3,1,1.0,0,0,0,0,0,0,0,0,5,56,1300.0,1.0,0.0,1.8
2.0,4,4.0,3,1,1.0,0,1,0,0,0,0,0,0,4,39,3000.0,1.0,2.0,2.7
0.0,4,4.0,3,1,1.0,0,1,0,0,1,1,1,0,4,102,2775.0,2.0,2.0,3.25
0.0,3,4.0,4,1,1.0,0,1,0,0,0,0,1,0,1,93,2105.0,1.0,0.0,1.75
4.0,5,7.0,3,0,1.0,1,1,1,1,1,1,1,0,3,54,6150.0,1.0,0.0,16.0
6.0,3,4.0,3,1,0.0,0,1,0,0,0,0,0,0,3,90,1875.0,1.0,1.0,1.4
4.0,3,3.0,4,1,1.0,0,0,0,0,1,1,1,0,1,59,2590.0,2.0,2.0,6.0
4.0,4,4.0,4,0,1.0,0,1,0,0,0,0,0,0,4,43,3200.0,1.0,1.0,3.45
4.0,4,4.0,4,0,1.0,0,0,0,1,0,0,0,0,3,52,2550.0,2.0,2.0,2.5
0.0,3,3.0,4,1,1.0,0,0,0,1,0,0,0,0,5,56,1900.0,2.0,2.0,1.95
4.0,3,3.0,4,1,1.0,0,0,0,0,1,0,0,0,4,47,1650.0,2.0,2.0,1.88
4.0,3,2.0,4,1,1.0,0,0,0,0,1,0,0,0,4,51,1650.0,2.0,1.0,1.62
3.0,1,1.0,2,0,0.0,0,0,0,0,0,0,0,1,5,47,877.5000000000001,2.0,1.0,0.6498999999999999
4.0,4,4.0,4,1,1.0,0,0,0,0,0,0,0,0,4,52,3780.000000000001,0.0,1.0,3.8
0.0,3,3.0,4,0,1.0,0,0,0,0,0,0,0,1,4,48,1665.0,2.0,1.0,2.65
2.0,4,5.0,3,1,1.0,0,1,0,0,1,1,1,0,1,61,2800.0,1.0,1.0,4.2
4.0,3,3.0,3,1,1.0,0,0,0,1,1,1,1,0,2,104,1689.0,1.0,1.0,2.0
2.0,3,3.0,3,0,0.0,0,0,0,0,1,1,1,0,3,37,1565.0,2.0,0.0,1.05
6.0,3,3.0,3,0,0.0,0,0,0,0,1,1,1,0,3,37,1485.0,2.0,0.0,1.01
5.0,3,3.0,4,0,0.0,0,0,0,0,1,1,1,0,3,37,1650.0,2.0,1.0,1.1
2.0,3,3.0,4,1,0.0,0,0,0,0,1,1,1,0,1,37,1650.0,2.0,1.0,1.05
4.0,4,5.0,4,0,0.0,0,1,0,0,1,1,1,0,3,37,2390.0,2.0,2.0,1.35
