,Facing,No_Bedroom,No_Bathroom,No_Balcony,Corner_Property,Furnishing,study room,servant room,store room,pooja room,Overlooking_main road,Overlooking_club,Overlooking_pool,Overlooking_NA,flat_age,sector_num,Super Built-up Area,luxury_category,floor_category,price
10427,East,4,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,81,2872.0,Luxury,High Floor,4.3
10428,East,4,6.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,88,2317.0,Luxury,Mid Floor,2.35
10429,East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,88,2001.0,Luxury,Mid Floor,2.02
10430,East,4,4.0,2,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,66,3660.0,Luxury,Mid Floor,8.25
10431,North-West,3,4.0,3+,Yes,Semifurnished,0,1,0,1,0,0,0,0,Moderately Old,53,2895.0,Standard,High Floor,5.95
10432,East,4,4.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,79,4725.0,Luxury,High Floor,3.9
10433,East,4,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,79,4725.0,Luxury,Mid Floor,3.8
10434,East,3,3.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,43,2500.0,Luxury,Mid Floor,5.55
10435,East,3,3.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,43,2500.0,Luxury,High Floor,5.5
10436,East,3,3.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,43,2150.0,Luxury,Mid Floor,5.05
10437,East,3,3.0,2,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,43,2150.0,Luxury,High Floor,5.0
10438,East,3,3.0,2,Yes,Semifurnished,0,0,0,0,1,1,1,0,Moderately Old,84,1963.0,Luxury,High Floor,2.1
10439,East,3,3.0,3,Yes,Semifurnished,0,0,0,1,1,1,1,0,Under Construction,104,1689.0,Luxury,Mid Floor,2.05
10440,East,4,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,61,2750.0,Luxury,Mid Floor,5.15
10441,East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,61,2250.0,Luxury,Mid Floor,4.0
10442,East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,61,2250.0,Luxury,Mid Floor,3.95
10443,East,3,4.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,61,2250.0,Luxury,High Floor,3.9
10444,East,3,3.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,72,2550.0,Luxury,High Floor,3.9
10445,North-East,4,5.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,109,3150.0,Luxury,High Floor,3.62
10446,East,4,5.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,109,3150.0,Luxury,High Floor,3.61
10447,East,3,3.0,2,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,102,1699.0,Luxury,Mid Floor,2.0
10448,East,3,3.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,106,2700.0,Luxury,High Floor,4.2
10449,East,4,6.0,3,Yes,Semifurnished,1,1,0,0,1,1,1,0,Under Construction,63,3950.0,Luxury,High Floor,6.9
10450,East,4,5.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,85,2812.0,Luxury,Mid Floor,2.65
10451,East,3,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,85,2408.0,Luxury,High Floor,2.45
10452,East,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,83,1900.0,Luxury,High Floor,2.05
10453,North-East,4,6.0,3+,Yes,Semifurnished,1,1,0,0,1,1,1,0,Relatively New,88,3000.0,Luxury,Mid Floor,3.0
10454,East,3,3.0,2,Yes,Semifurnished,1,0,0,0,1,1,1,0,Relatively New,88,2679.0,Luxury,High Floor,2.6
10455,East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,88,2001.0,Luxury,High Floor,2.0
10456,East,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,89,1750.0,Luxury,Low Floor,1.9
10457,East,4,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,49,2850.0,Luxury,Mid Floor,5.54
10458,East,4,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,76,3680.0,Luxury,High Floor,4.25
10459,East,4,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,113,2691.0,Luxury,High Floor,3.75
10460,East,3,3.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,106,2450.0,Luxury,Mid Floor,3.9
10461,East,4,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,106,3075.0,Luxury,High Floor,4.75
10462,North-East,4,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,106,3395.0,Luxury,Mid Floor,4.9
10463,East,4,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,84,3850.0,Luxury,Mid Floor,5.0
10464,South-East,4,5.0,3+,Yes,Semifurnished,1,1,0,0,0,1,1,0,Under Construction,47,2435.0,Standard,Low Floor,2.22
10465,East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,47,1751.0,Standard,Low Floor,1.5
10466,East,3,3.0,3+,Yes,Semifurnished,0,0,0,1,1,1,1,0,Under Construction,63,1774.0,Standard,High Floor,1.9
10467,East,3,4.0,3+,Yes,Furnished,0,1,0,0,1,1,1,0,New Property,47,1845.0,Standard,High Floor,1.34
10468,East,3,3.0,3+,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,93,1826.0,Standard,High Floor,1.36
10469,East,3,3.0,3+,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,93,2395.0,Standard,Low Floor,1.49
10470,East,3,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,36,1119.0,Standard,High Floor,0.8345999999999999
10471,East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,37,1295.0,Standard,High Floor,1.15
10472,East,3,4.0,3+,Yes,Furnished,0,1,0,0,1,1,1,0,New Property,47,1845.0,Luxury,High Floor,1.23
10473,East,4,4.0,3+,Yes,Semifurnished,0,1,1,0,0,0,1,0,Relatively New,33,2407.0,Standard,Low Floor,2.76
10474,East,3,3.0,3+,Yes,Semifurnished,0,0,0,1,1,1,1,0,Under Construction,63,1764.0,Standard,High Floor,1.97
10475,East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,0,1,0,New Property,47,1777.0,Luxury,High Floor,1.53
10476,East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,69,1704.0,Luxury,Mid Floor,1.99
10477,East,4,5.0,3+,No,Semifurnished,0,1,0,1,1,1,1,0,Moderately Old,53,3390.0,Standard,High Floor,7.5
10478,West,5,6.0,3+,No,Semifurnished,0,1,0,1,1,1,1,0,Moderately Old,53,4665.0,Luxury,High Floor,11.0
10479,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,113,2215.0,Standard,High Floor,2.85
10480,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,70,1437.0,Standard,High Floor,1.69
10481,East,3,2.0,3,No,Semifurnished,0,0,0,0,0,0,0,1,Under Construction,93,1350.0,Budget,Mid Floor,1.7
10482,East,4,4.0,3+,No,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,71,2193.0,Luxury,High Floor,1.98
10483,East,3,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,Relatively New,83,1809.0,Luxury,High Floor,1.1
10484,East,3,3.0,2,No,Unfurnished,0,1,0,0,1,0,0,0,Under Construction,36,2507.0,Luxury,High Floor,4.55
10485,East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,0,0,0,Old Property,56,1860.0,Luxury,High Floor,1.62
10486,West,3,3.0,3+,No,Semifurnished,0,1,0,0,0,0,0,0,Old Property,55,2250.0,Luxury,Mid Floor,2.08
10487,East,3,4.0,3+,No,Unfurnished,0,1,0,0,0,1,0,0,Relatively New,104,1844.0,Luxury,Mid Floor,1.4
10488,West,4,5.0,3+,No,Unfurnished,1,1,0,1,0,1,1,0,New Property,99,2835.0,Luxury,High Floor,2.85
10489,West,3,5.0,3+,No,Semifurnished,0,1,0,0,0,1,1,0,New Property,99,1997.0,Luxury,High Floor,1.75
10490,East,3,3.0,3+,No,Semifurnished,0,1,0,0,1,0,0,0,Relatively New,109,2385.0,Luxury,High Floor,2.1
10491,North,3,2.0,2,No,Unfurnished,0,0,0,0,0,0,0,0,Relatively New,113,1579.0,Luxury,Mid Floor,2.05
10492,North,3,4.0,3+,No,Unfurnished,0,1,0,0,0,0,0,0,Under Construction,109,2375.0,Luxury,Mid Floor,2.3
10493,North-West,3,4.0,3,No,Unfurnished,0,1,0,0,0,0,1,0,Under Construction,109,2100.0,Luxury,High Floor,2.1
10494,North-East,4,5.0,2,Yes,Unfurnished,0,1,0,1,1,1,1,0,Under Construction,109,2925.0,Luxury,High Floor,2.45
10495,North-West,4,5.0,3+,Yes,Semifurnished,0,1,0,0,1,0,0,0,New Property,99,2352.0,Luxury,Mid Floor,1.76
10496,North,3,4.0,3+,No,Semifurnished,0,1,0,0,0,0,0,0,Relatively New,112,2802.0,Standard,Mid Floor,3.32
10497,North-East,4,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,109,3055.0,Standard,High Floor,3.0
10498,West,1,2.0,1,Yes,Furnished,0,0,0,0,1,0,0,0,Moderately Old,33,881.0,Standard,Mid Floor,1.41
10499,North,3,3.0,3+,No,Furnished,0,0,0,0,0,1,1,0,New Property,99,1770.0,Luxury,High Floor,1.6
10500,North-West,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,48,1665.0,Luxury,Mid Floor,2.75
10501,North-East,4,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,48,2195.0,Luxury,Low Floor,3.6
10502,East,4,6.0,3+,Yes,Semifurnished,1,1,0,1,0,1,1,0,Moderately Old,53,3190.0,Standard,High Floor,6.95
10503,North-East,3,3.0,3+,Yes,Furnished,0,1,0,0,0,1,1,0,Relatively New,67,2047.0,Standard,Mid Floor,3.35
10504,North-East,4,6.0,3+,Yes,Semifurnished,0,1,0,0,0,1,1,0,Moderately Old,31,2943.0,Standard,High Floor,5.55
10505,North-East,3,3.0,3+,No,Semifurnished,0,1,0,0,0,1,1,0,Moderately Old,49,2061.0,Luxury,High Floor,3.3
10506,North-East,4,4.0,3+,No,Semifurnished,0,1,0,0,0,1,0,0,Old Property,48,2336.0,Budget,Mid Floor,3.5
10507,North-East,3,3.0,3,No,Semifurnished,0,1,0,0,0,1,1,0,Relatively New,68,1914.0,Budget,High Floor,2.1
10508,North-East,5,6.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,70,3850.0,Standard,Low Floor,5.0
10509,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,103,1762.0,Standard,High Floor,1.45
10510,North-East,3,3.0,3+,Yes,Semifurnished,1,1,0,0,1,1,1,0,Under Construction,36,2538.0,Standard,High Floor,4.6
10511,North-East,4,5.0,3+,No,Unfurnished,0,1,0,1,0,1,1,0,Under Construction,108,2343.0,Luxury,High Floor,5.15
10512,North-East,5,6.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,70,3850.0,Luxury,Low Floor,5.5
10513,East,3,4.0,3+,No,Furnished,0,1,0,1,1,1,1,0,New Property,109,2375.0,Luxury,Low Floor,2.65
10514,North-East,4,6.0,3+,No,Semifurnished,1,1,1,1,1,1,1,0,Relatively New,111,4500.0,Luxury,Mid Floor,6.1
10515,South-West,3,4.0,3,No,Furnished,0,1,0,0,1,1,1,0,New Property,109,2100.0,Luxury,High Floor,2.65
10516,East,3,3.0,3+,No,Semifurnished,0,0,0,0,0,1,1,0,Under Construction,109,1590.0,Luxury,High Floor,1.95
10517,East,4,4.0,3+,Yes,Semifurnished,1,1,0,0,1,0,0,0,Relatively New,84,2095.0,Luxury,Mid Floor,1.68
10518,East,5,5.0,3+,Yes,Semifurnished,0,1,1,0,1,1,1,0,Relatively New,66,3670.0,Standard,Low Floor,5.8
10519,East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,60,2045.0,Standard,Mid Floor,3.55
10520,East,3,3.0,3+,No,Unfurnished,1,0,0,0,1,0,0,0,Relatively New,84,1725.0,Luxury,Low Floor,1.15
10521,East,3,4.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,60,1870.0,Standard,Low Floor,3.9
10522,East,3,3.0,3,No,Unfurnished,1,1,0,0,0,0,0,0,Relatively New,82,2160.0,Luxury,Low Floor,2.05
10523,East,4,4.0,3+,No,Semifurnished,1,1,0,0,0,1,1,0,Moderately Old,53,4250.0,Luxury,Mid Floor,7.4
10524,West,3,3.0,2,No,Semifurnished,0,0,0,1,0,1,1,0,New Property,36,1976.0,Standard,Low Floor,3.5
10525,West,3,3.0,3,Yes,Semifurnished,1,1,0,0,1,1,1,0,Relatively New,82,2160.0,Luxury,High Floor,2.38
10526,North,3,3.0,2,Yes,Semifurnished,0,1,0,0,0,0,0,0,Old Property,56,1560.0,Luxury,Mid Floor,1.8
10527,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,24,2150.0,Standard,High Floor,3.2
10528,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,24,2600.0,Standard,Mid Floor,3.31
10529,North-East,3,3.0,3,No,Semifurnished,0,0,1,1,1,0,0,0,Old Property,56,1226.0,Luxury,Mid Floor,1.4
10530,South,3,3.0,2,No,Semifurnished,0,1,0,0,0,1,1,0,Moderately Old,54,2625.75,Standard,Mid Floor,3.35
10531,North-East,3,3.0,2,Yes,Unfurnished,1,1,0,1,1,1,1,0,Under Construction,4,1124.0,Budget,Mid Floor,0.49
10532,South-West,3,3.0,3,Yes,Semifurnished,0,0,0,0,0,0,0,0,Moderately Old,56,1700.0,Budget,High Floor,1.75
10533,North-West,3,3.0,3,Yes,Semifurnished,0,1,0,0,0,0,0,0,Moderately Old,52,2250.0,Luxury,Low Floor,2.25
10534,West,3,3.0,2,No,Semifurnished,0,0,0,0,0,0,0,0,Relatively New,70,2112.75,Luxury,Mid Floor,1.5
10535,North-East,3,3.0,3+,No,Semifurnished,0,1,0,0,1,0,0,0,Moderately Old,56,2050.0,Luxury,Low Floor,1.9
10536,North-East,1,1.0,1,Yes,Unfurnished,0,0,0,0,1,0,0,0,Relatively New,88,514.35,Luxury,High Floor,0.37
10537,North,3,2.0,2,Yes,Semifurnished,1,0,0,0,0,0,0,0,Old Property,43,1269.0,Luxury,Mid Floor,2.2
10538,North-East,3,3.0,3,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,37,1520.0,Luxury,High Floor,1.55
10539,East,3,3.0,2,No,Semifurnished,0,0,0,1,1,1,1,0,Relatively New,67,1727.0,Luxury,High Floor,1.91
10540,North,3,4.0,3+,Yes,Semifurnished,0,1,0,0,0,0,0,0,Old Property,56,3037.5,Budget,Low Floor,2.25
10541,East,4,4.0,3,Yes,Semifurnished,0,1,0,1,1,1,1,0,Under Construction,106,4151.25,Standard,Mid Floor,5.07
10542,North-East,3,2.0,3,Yes,Furnished,0,0,0,0,1,1,1,0,Moderately Old,92,1370.0,Luxury,Low Floor,0.95
10543,North,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Moderately Old,92,1572.0,Luxury,High Floor,0.995
10544,North,3,3.0,3,No,Semifurnished,1,0,1,0,0,0,0,0,Relatively New,95,1750.0,Luxury,Mid Floor,1.6
10545,North-East,3,2.0,3+,No,Semifurnished,0,0,0,1,1,0,0,0,Moderately Old,45,1836.0,Standard,Mid Floor,1.5
10546,South,3,3.0,3+,Yes,Semifurnished,1,0,0,0,0,0,0,0,Relatively New,66,1442.0,Standard,Low Floor,1.82
10547,North-East,3,4.0,3+,Yes,Semifurnished,0,1,0,1,0,0,0,0,Relatively New,59,2910.0,Standard,High Floor,4.25
10548,East,3,3.0,2,No,Semifurnished,1,0,0,0,1,0,0,0,Moderately Old,67,2700.0,Luxury,High Floor,1.46
10549,North-West,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Old Property,25,1850.0,Budget,Mid Floor,3.02
10550,East,4,4.0,3+,Yes,Semifurnished,0,1,1,1,1,1,1,0,Moderately Old,49,2754.0,Standard,High Floor,2.68
10551,East,3,2.0,2,Yes,Semifurnished,0,0,0,0,0,0,0,0,Old Property,56,1930.5,Luxury,Low Floor,1.85
10552,North-East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,68,1999.0,Standard,Low Floor,2.15
10553,North,3,4.0,3+,No,Semifurnished,0,1,0,0,0,1,0,0,Old Property,49,1766.0,Luxury,Mid Floor,2.42
10554,East,3,2.0,2,Yes,Semifurnished,0,0,0,0,1,0,0,0,Moderately Old,56,1842.75,Luxury,Mid Floor,1.95
10555,North-East,3,3.0,3,No,Semifurnished,0,0,1,0,0,1,1,0,Old Property,48,1945.0,Luxury,High Floor,2.28
10556,North-East,3,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,50,2531.0,Standard,Low Floor,4.5
10557,North-East,3,2.0,3,No,Semifurnished,1,1,1,1,1,1,0,0,Old Property,56,2227.5,Standard,High Floor,2.1
10558,North-East,3,2.0,3+,No,Semifurnished,0,0,1,0,0,0,0,0,Moderately Old,56,1650.0,Standard,High Floor,1.85
10559,North-East,3,3.0,3,No,Semifurnished,0,1,0,0,1,0,1,0,Moderately Old,45,2150.0,Luxury,High Floor,2.2
10560,South,3,3.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,102,1942.0,Luxury,High Floor,2.25
10561,North-East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,0,1,1,0,Moderately Old,47,2086.0,Luxury,Mid Floor,2.8
10562,North-East,3,3.0,3+,Yes,Unfurnished,0,0,1,0,1,1,1,0,Relatively New,37,1763.0,Luxury,Mid Floor,1.27
10563,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,67,1933.0,Luxury,Mid Floor,2.45
10564,North-West,3,3.0,3,No,Semifurnished,0,0,0,0,0,0,0,0,Moderately Old,49,1992.0,Luxury,High Floor,2.6
10565,East,4,4.0,3+,No,Semifurnished,0,0,1,0,0,0,0,1,Relatively New,95,2150.0,Luxury,Mid Floor,1.9
10566,North,4,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,72,2625.0,Standard,Mid Floor,4.4
10567,North-East,4,5.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,72,2905.0,Standard,Low Floor,4.8
10568,North-East,4,5.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,72,2905.0,Standard,Low Floor,3.9
10569,East,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,72,3300.0,Standard,Mid Floor,3.55
10570,North-East,3,3.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,33,1929.0,Luxury,High Floor,1.22
10571,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,59,4083.750000000001,Luxury,Mid Floor,3.58
10572,West,4,5.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,92,2475.0,Luxury,Mid Floor,1.44
10573,North-East,3,3.0,2,No,Semifurnished,0,0,0,0,1,1,1,0,New Property,47,1720.0,Budget,Low Floor,0.97
10574,North-East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,22,2781.0,Luxury,Mid Floor,2.8
10575,North-East,3,4.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,102,2000.0,Luxury,High Floor,1.06
10576,North,3,3.0,1,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,86,1931.0,Luxury,Mid Floor,1.45
10577,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,22,1860.0,Luxury,Mid Floor,2.0
10578,East,4,4.0,3+,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,47,2122.0,Standard,Mid Floor,1.23
10579,East,3,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,47,1751.0,Standard,Mid Floor,1.02
10580,North-East,3,4.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,47,1960.0,Luxury,High Floor,1.2
10581,West,3,4.0,2,Yes,Furnished,0,1,0,0,1,1,1,0,New Property,79,1960.0,Luxury,High Floor,1.18
10582,West,3,4.0,3+,No,Unfurnished,0,1,0,0,0,0,0,1,New Property,79,2262.0,Budget,High Floor,1.68
10583,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,85,1850.0,Luxury,High Floor,1.1
10584,West,3,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,79,1983.0,Luxury,High Floor,1.05
10585,North-East,3,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,Under Construction,89,1750.0,Luxury,Mid Floor,1.05
10586,North-East,3,3.0,2,Yes,Unfurnished,0,1,0,0,1,1,1,0,Under Construction,36,2503.0,Luxury,Mid Floor,2.3
10587,North-East,3,3.0,3+,No,Semifurnished,0,0,0,1,1,0,0,0,Moderately Old,52,2100.0,Luxury,High Floor,2.0
10588,North-East,3,4.0,3,No,Semifurnished,0,1,0,0,0,1,1,0,Moderately Old,1,1845.0,Luxury,High Floor,1.17
10589,North-West,3,3.0,2,Yes,Semifurnished,0,0,0,1,1,1,1,0,Relatively New,108,1838.0,Standard,High Floor,1.1
10590,East,3,4.0,3,Yes,Unfurnished,1,1,1,1,1,1,1,0,Relatively New,77,1450.0,Luxury,Mid Floor,1.68
10591,North,4,3.0,2,Yes,Semifurnished,0,0,0,0,0,1,1,0,New Property,108,2446.0,Standard,High Floor,4.65
10592,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,0,0,0,0,Moderately Old,56,1800.0,Budget,Low Floor,2.3
10593,East,4,3.0,3,No,Unfurnished,0,0,0,0,0,0,0,0,Old Property,56,2450.0,Budget,Mid Floor,2.6
10594,North-East,3,2.0,3,No,Unfurnished,0,0,0,0,1,0,0,0,Old Property,56,1412.0,Luxury,Low Floor,1.9
10595,East,3,3.0,3,Yes,Semifurnished,1,1,0,1,1,1,1,0,New Property,61,1630.0,Luxury,Mid Floor,2.2
10596,East,4,4.0,3+,No,Semifurnished,0,1,0,0,0,0,0,0,Under Construction,102,3075.0,Luxury,Mid Floor,5.47
10597,East,1,1.0,1,Yes,Semifurnished,0,0,0,0,1,0,0,0,Moderately Old,54,320.0,Luxury,Low Floor,0.34
10598,East,1,1.0,1,Yes,Semifurnished,0,0,0,0,0,0,0,0,Moderately Old,56,705.0,Luxury,Low Floor,0.6
10599,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,1,1,1,1,0,Relatively New,109,1745.0,Standard,High Floor,2.0
10600,North-East,3,4.0,3+,Yes,Semifurnished,0,1,0,1,1,1,1,0,Relatively New,109,2381.0,Standard,High Floor,1.5
10601,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,1,1,1,1,0,Relatively New,109,1953.0,Standard,High Floor,1.2
10602,North-East,3,3.0,3,Yes,Semifurnished,1,0,0,0,0,1,1,0,Under Construction,61,2200.5,Luxury,Low Floor,2.3
10603,East,3,4.0,3+,No,Semifurnished,0,1,0,0,0,1,1,0,Relatively New,66,1872.0,Luxury,High Floor,3.05
10604,West,3,3.0,3+,No,Unfurnished,0,0,0,0,0,0,0,0,Under Construction,69,1704.0,Luxury,Mid Floor,2.2
10605,East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,37,2280.0,Luxury,High Floor,1.35
10606,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,0,0,0,0,Moderately Old,62,1996.0,Standard,High Floor,3.4
10607,North-East,4,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Moderately Old,49,2754.0,Luxury,Mid Floor,3.05
10608,North-West,4,4.0,2,No,Semifurnished,0,0,0,0,1,0,0,0,Old Property,43,1740.0,Standard,High Floor,3.65
10609,North-West,4,4.0,3,No,Semifurnished,0,0,0,0,1,0,0,0,Old Property,43,1740.0,Standard,High Floor,3.65
10610,North-East,4,5.0,3+,Yes,Semifurnished,0,1,0,1,1,1,1,0,Relatively New,104,2324.0,Standard,Low Floor,1.7
10611,North-East,3,4.0,3+,Yes,Semifurnished,0,0,0,1,1,1,1,0,Relatively New,104,1844.0,Standard,High Floor,1.45
10612,East,3,3.0,3+,No,Semifurnished,0,0,0,1,1,1,1,0,Under Construction,69,1704.0,Standard,Mid Floor,2.25
10613,North-East,3,3.0,2,No,Semifurnished,0,0,0,1,1,0,0,0,Moderately Old,51,1850.0,Luxury,High Floor,1.85
10614,East,3,4.0,3+,No,Semifurnished,0,0,0,1,1,1,1,0,New Property,68,1999.0,Standard,Mid Floor,1.8
10615,East,3,4.0,3+,No,Semifurnished,0,0,0,1,1,1,1,0,New Property,68,1999.0,Standard,Mid Floor,1.9
10616,East,3,3.0,3,No,Semifurnished,1,0,0,1,1,1,1,0,New Property,68,1705.0,Standard,Mid Floor,1.54
10617,North-East,3,4.0,3+,No,Semifurnished,0,1,0,0,1,0,0,0,Old Property,43,2100.0,Luxury,Low Floor,2.5
10618,North-East,3,3.0,3+,Yes,Semifurnished,0,1,0,1,1,1,1,0,Relatively New,102,2250.0,Luxury,Low Floor,1.65
10619,North-East,3,2.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,63,1642.0,Standard,Low Floor,2.7
10620,North-East,4,5.0,3+,Yes,Unfurnished,1,1,1,1,1,1,1,0,Relatively New,99,2835.0,Standard,High Floor,2.55
10621,North,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,99,1685.0,Standard,Low Floor,1.6
10622,North,3,3.0,2,No,Furnished,0,0,0,0,1,0,0,0,Relatively New,57,1749.6,Budget,Mid Floor,1.3
10623,North-East,3,4.0,3,Yes,Unfurnished,1,1,0,0,1,1,1,0,Moderately Old,77,1450.0,Standard,Mid Floor,1.4
10624,North,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,67,1700.0,Standard,Mid Floor,2.15
10625,North-East,3,3.0,2,Yes,Semifurnished,1,1,1,1,1,1,1,0,Relatively New,69,1578.0,Standard,High Floor,1.34
10626,North-East,3,3.0,2,Yes,Semifurnished,1,1,1,1,1,1,1,0,Relatively New,69,1578.0,Standard,High Floor,1.36
10627,North-East,4,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Old Property,50,3000.0,Standard,Mid Floor,4.7
10628,West,3,3.0,3,No,Semifurnished,0,1,0,0,0,0,0,0,Old Property,27,1900.0,Budget,Low Floor,4.0
10629,North-East,3,3.0,1,No,Semifurnished,1,0,1,1,1,0,0,0,Moderately Old,56,1472.0,Luxury,Low Floor,2.0
10630,North-East,3,3.0,3+,Yes,Semifurnished,1,1,1,1,1,1,1,0,Under Construction,63,1650.0,Standard,High Floor,2.05
